[ 16, 6, 2, 1, 15087, 1, 1, 17, 7, 4, 1230, 17, 19, 1265, 1230, 17, 0, 0 ],
[ 18, 6, 1, 2, 345, 2, 5, 12, 0, 3, 1189, 14, 13, 8559, 1327, 14, 2, 0 ],
[ 20, 6, 2, 3, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 20, 7, 1, 4, 13054, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 21, 7, 1, 5, 957, 5, 1, 7, 0, 1, 717, 11, 10, 1960, 1011, 11, 4, 1 ],
[ 22, 6, 1, 6, 224, 1, 1, 4, 3, 2, 420, 4, 6, 372, 420, 4, 0, 0 ],
[ 22, 7, 2, 7, 4421, 7, 11, 12, 0, 2, 2259, 16, 12, 5165, 2559, 16, 4, 0 ],
[ 22, 6, 1, 3, 441, 2, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 23, 6, 2, 3, 0, 2, 6, 16, 3, 11, 1696, 18, 20, 13422, 1844, 18, 2, 0 ],
[ 23, 6, 1, 8, 434, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 23, 6, 1, 3, 240, 2, 9, 8, 0, 2, 723, 10, 11, 1837, 871, 10, 2, 0 ],
[ 23, 6, 1, 3, 3985, 8, 20, 40, 17, 16, 3285, 46, 45, 12003, 3729, 46, 6, 0 ],
[ 24, 9, 1, 3, 319, 11, 21, 7, 0, 2, 720, 9, 10, 1269, 868, 9, 2, 1 ],
[ 24, 8, 1, 6, 224, 2, 25, 19, 2, 4, 2131, 23, 23, 9471, 2441, 23, 4, 0 ],
[ 24, 7, 1, 3, 318, 1, 1, 21, 1, 8, 1606, 25, 13, 1276, 1914, 25, 4, 0 ],
[ 24, 6, 1, 2, 345, 2, 27, 19, 5, 9, 1390, 21, 25, 3890, 1540, 21, 2, 0 ],
[ 24, 6, 2, 3, 756, 9, 15, 23, 3, 15, 2485, 27, 28, 9332, 2799, 27, 4, 0 ],
[ 25, 6, 2, 9, 0, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 25, 6, 2, 3, 0, 2, 30, 12, 0, 5, 1327, 16, 17, 14050, 1615, 16, 4, 0 ],
[ 25, 6, 1, 3, 0, 2, 9, 36, 17, 9, 4737, 42, 35, 10343, 5173, 42, 6, 0 ],
[ 25, 6, 2, 3, 195, 4, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 25, 6, 1, 3, 0, 2, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 26, 7, 1, 5, 962, 4, 33, 9, 0, 4, 842, 11, 12, 2101, 994, 11, 2, 1 ],
[ 26, 7, 1, 5, 962, 4, 33, 7, 0, 2, 722, 11, 10, 2000, 1016, 11, 4, 1 ],
[ 26, 7, 1, 5, 962, 4, 33, 7, 0, 2, 722, 11, 9, 1913, 1036, 11, 4, 1 ],
[ 26, 6, 1, 3, 199, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 26, 6, 2, 10, 3548, 1, 1, 13, 0, 1, 1378, 19, 19, 6226, 1856, 19, 6, 0 ],
[ 26, 7, 2, 11, 0, 1, 1, 11, 9, 7, 882, 11, 9, 562, 882, 11, 0, 0 ],
[ 26, 6, 1, 2, 345, 2, 6, 43, 0, 2, 3252, 47, 47, 60076, 3564, 47, 4, 0 ],
[ 27, 7, 2, 12, 8756, 4, 33, 38, 0, 3, 4207, 44, 45, 39662, 4679, 44, 6, 1 ],
[ 27, 7, 2, 3, 193, 2, 39, 9, 0, 1, 1838, 11, 13, 4524, 1992, 11, 2, 1 ],
[ 27, 6, 2, 13, 0, 7, 42, 40, 13, 14, 3781, 46, 44, 34101, 4253, 46, 6, 0 ],
[ 27, 6, 2, 14, 7967, 1, 1, 6, 0, 4, 631, 8, 11, 812, 787, 8, 2, 0 ],
[ 27, 7, 1, 3, 11506, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 28, 9, 2, 13, 0, 6, 43, 5, 0, 1, 592, 7, 9, 1062, 732, 7, 2, 1 ],
[ 28, 7, 1, 3, 0, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 28, 7, 2, 3, 8578, 8, 26, 21, 7, 5, 2830, 29, 25, 6137, 3400, 29, 8, 0 ],
[ 28, 6, 2, 3, 10576, 11, 47, 14, 9, 2, 2094, 14, 12, 8019, 2094, 14, 0, 0 ],
[ 28, 7, 2, 15, 12846, 2, 48, 17, 12, 3, 2314, 23, 27, 21419, 2740, 23, 6, 0 ],
[ 28, 6, 1, 16, 445, 2, 6, 28, 5, 8, 2324, 30, 33, 24662, 2482, 30, 2, 0 ],
[ 28, 8, 2, 3, 0, 2, 16, 6, 0, 3, 632, 8, 8, 593, 776, 8, 2, 0 ],
[ 29, 7, 1, 3, 7314, 2, 35, 34, 0, 2, 2934, 40, 40, 34995, 3416, 40, 6, 1 ],
[ 29, 6, 1, 3, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 29, 8, 1, 3, 9136, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 29, 6, 2, 3, 5019, 2, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 29, 6, 1, 17, 210, 2, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 29, 6, 2, 12, 8654, 17, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 29, 7, 1, 18, 238, 8, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 29, 6, 1, 3, 26856, 1, 1, 26, 6, 5, 2519, 30, 30, 22379, 2851, 30, 4, 0 ],
[ 29, 7, 2, 6, 0, 8, 20, 709, 708, 3, 2362906, 709, 837, 83056, 2362906, 709, 0, 0 ],
[ 29, 6, 2, 3, 10210, 2, 9, 5, 4, 2, 486, 5, 7, 542, 486, 5, 0, 0 ],
[ 29, 6, 1, 3, 13684, 2, 55, 15, 8, 7, 1134, 15, 9, 605, 1134, 15, 0, 0 ],
[ 29, 8, 2, 14, 6813, 2, 13, 17, 9, 10, 1249, 17, 15, 1062, 1249, 17, 0, 0 ],
[ 29, 7, 1, 3, 0, 2, 9, 32, 21, 8, 4561, 38, 36, 10429, 4997, 38, 6, 0 ],
[ 29, 6, 2, 19, 7159, 2, 16, 21, 6, 11, 1515, 23, 18, 1334, 1675, 23, 2, 0 ],
[ 29, 6, 2, 13, 0, 2, 27, 24, 1, 3, 2195, 29, 30, 55576, 2515, 29, 4, 0 ],
[ 29, 6, 1, 3, 388, 2, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 29, 6, 1, 2, 199, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 30, 8, 1, 3, 177, 1, 1, 7, 0, 2, 666, 9, 9, 1094, 826, 9, 2, 1 ],
[ 30, 6, 2, 20, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 30, 6, 1, 21, 199, 2, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 30, 6, 1, 3, 0, 2, 9, 22, 17, 2, 3914, 28, 27, 9833, 4350, 28, 6, 0 ],
[ 30, 6, 4, 22, 0, 2, 17, 6, 4, 4, 552, 6, 9, 564, 552, 6, 0, 0 ],
[ 30, 6, 2, 3, 14703, 2, 13, 2, 2, 1, 276, 2, 4, 250, 276, 2, 0, 0 ],
[ 30, 7, 1, 3, 0, 2, 9, 31, 26, 2, 4412, 37, 37, 27412, 4848, 37, 6, 0 ],
[ 30, 7, 1, 23, 0, 2, 61, 48, 3, 6, 3418, 52, 48, 57377, 3706, 52, 4, 0 ],
[ 30, 7, 1, 3, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 31, 7, 1, 24, 287, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 31, 7, 1, 3, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 31, 8, 2, 3, 65815, 2, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 31, 6, 2, 25, 0, 1, 1, 9, 3, 7, 738, 9, 12, 766, 738, 9, 0, 0 ],
[ 31, 8, 1, 13, 287, 11, 63, 5, 0, 1, 593, 9, 9, 955, 929, 9, 4, 0 ],
[ 31, 7, 2, 4, 5132, 2, 6, 27, 0, 3, 2743, 33, 33, 43878, 3181, 33, 6, 0 ],
[ 31, 6, 1, 3, 0, 1, 1, 23, 17, 3, 3981, 29, 27, 9867, 4417, 29, 6, 0 ],
[ 31, 6, 2, 3, 0, 2, 35, 13, 8, 8, 1355, 16, 16, 1145, 1519, 16, 2, 0 ],
[ 31, 7, 2, 3, 22004, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 31, 6, 1, 3, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 31, 7, 1, 2, 345, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 32, 8, 2, 0, 0, 2, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 32, 8, 2, 0, 0, 2, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 32, 8, 1, 3, 1399, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 32, 6, 2, 3, 0, 8, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 32, 8, 2, 3, 0, 1, 1, 24, 0, 4, 2176, 28, 29, 17335, 2456, 28, 4, 0 ],
[ 32, 7, 2, 3, 0, 2, 65, 94, 0, 4, 11902, 102, 121, 173484, 12492, 102, 8, 0 ],
[ 32, 6, 1, 26, 199, 2, 7, 6, 3, 4, 564, 6, 7, 442, 564, 6, 0, 0 ],
[ 32, 8, 1, 3, 334, 19, 66, 8, 1, 4, 816, 10, 13, 1541, 958, 10, 2, 0 ],
[ 32, 7, 1, 27, 287, 2, 62, 71, 0, 3, 10999, 73, 70, 88707, 11147, 73, 2, 0 ],
[ 32, 7, 2, 3, 20212, 2, 9, 43, 26, 14, 4214, 49, 28, 9246, 4650, 49, 6, 0 ],
[ 32, 8, 2, 0, 0, 2, 41, 36, 0, 2, 3185, 40, 40, 50608, 3465, 40, 4, 0 ],
[ 32, 8, 2, 0, 0, 2, 41, 24, 2, 4, 1888, 28, 25, 40314, 2168, 28, 4, 0 ],
[ 33, 8, 2, 0, 0, 2, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 33, 8, 2, 0, 0, 2, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 33, 6, 1, 3, 0, 17, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 33, 6, 2, 28, 19890, 8, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 33, 7, 1, 3, 318, 17, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 33, 8, 2, 0, 0, 2, 41, 52, 7, 8, 3438, 56, 51, 46498, 3718, 56, 4, 0 ],
[ 33, 7, 1, 29, 0, 1, 1, 4, 3, 2, 420, 4, 5, 304, 420, 4, 0, 0 ],
[ 33, 6, 2, 3, 0, 2, 13, 7, 5, 4, 606, 7, 6, 474, 606, 7, 0, 0 ],
[ 33, 6, 2, 30, 0, 2, 16, 8, 4, 5, 660, 8, 9, 556, 660, 8, 0, 0 ],
[ 33, 6, 1, 31, 0, 2, 6, 5, 4, 2, 486, 5, 7, 542, 486, 5, 0, 0 ],
[ 33, 8, 2, 0, 0, 2, 41, 10, 4, 4, 816, 10, 6, 476, 816, 10, 0, 0 ],
[ 33, 8, 2, 32, 1371, 20, 1, 19, 0, 3, 2042, 27, 27, 4760, 2622, 27, 8, 0 ],
[ 33, 6, 1, 3, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 34, 9, 1, 3, 214, 1, 1, 9, 0, 4, 850, 11, 14, 1382, 990, 11, 2, 1 ],
[ 34, 7, 1, 33, 0, 8, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 34, 7, 2, 20, 6474, 2, 72, 6, 3, 4, 552, 6, 9, 564, 552, 6, 0, 0 ],
[ 34, 9, 1, 3, 1486, 4, 1, 5, 3, 2, 498, 5, 5, 306, 498, 5, 0, 0 ],
[ 34, 9, 2, 34, 10892, 1, 1, 3, 3, 1, 366, 3, 4, 244, 366, 3, 0, 0 ],
[ 34, 8, 2, 32, 7255, 1, 1, 17, 1, 2, 1661, 23, 26, 10015, 2167, 23, 6, 0 ],
[ 34, 9, 1, 35, 111, 2, 30, 21, 0, 5, 2292, 23, 24, 16147, 2450, 23, 2, 0 ],
[ 34, 6, 1, 3, 0, 2, 9, 24, 20, 2, 4372, 31, 33, 13095, 4808, 31, 6, 0 ],
[ 34, 7, 1, 3, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 35, 9, 1, 3, 7314, 1, 1, 39, 0, 3, 3240, 45, 45, 35301, 3722, 45, 6, 1 ],
[ 35, 9, 1, 3, 7314, 1, 1, 39, 0, 2, 3240, 45, 45, 35301, 3722, 45, 6, 1 ],
[ 35, 11, 2, 3, 0, 8, 26, 18, 0, 2, 2102, 20, 21, 20976, 2252, 20, 2, 1 ],
[ 35, 8, 2, 0, 0, 2, 41, 21, 1, 4, 2435, 25, 25, 39924, 2715, 25, 4, 0 ],
[ 35, 9, 2, 3, 0, 2, 16, 4, 3, 2, 432, 4, 6, 372, 432, 4, 0, 0 ],
[ 35, 9, 2, 3, 0, 1, 1, 4, 4, 2, 432, 4, 6, 372, 432, 4, 0, 0 ],
[ 35, 8, 2, 0, 0, 2, 41, 21, 12, 12, 1446, 21, 24, 1788, 1446, 21, 0, 0 ],
[ 35, 7, 1, 36, 289, 4, 1, 5, 4, 3, 474, 5, 6, 364, 474, 5, 0, 0 ],
[ 35, 8, 2, 0, 0, 2, 41, 37, 0, 3, 3263, 43, 42, 52720, 3697, 43, 6, 0 ],
[ 35, 8, 1, 3, 1002, 22, 75, 32, 5, 8, 2965, 36, 39, 37146, 3279, 36, 4, 0 ],
[ 35, 7, 2, 3, 16875, 2, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 35, 8, 2, 0, 0, 2, 41, 27, 1, 5, 2771, 31, 33, 36261, 3051, 31, 4, 0 ],
[ 35, 7, 1, 3, 330, 1, 1, 16, 9, 8, 1275, 18, 23, 2306, 1423, 18, 2, 0 ],
[ 35, 8, 1, 3, 1002, 22, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 36, 8, 2, 3, 0, 17, 52, 14, 10, 6, 1096, 16, 19, 1294, 1246, 16, 2, 0 ],
[ 36, 8, 1, 37, 0, 2, 39, 5, 3, 2, 474, 5, 5, 306, 474, 5, 0, 0 ],
[ 36, 7, 2, 3, 19879, 2, 9, 61, 7, 6, 6100, 65, 79, 123896, 6388, 65, 4, 0 ],
[ 36, 6, 1, 17, 210, 1, 1, 3, 0, 1, 466, 5, 6, 668, 640, 5, 2, 0 ],
[ 36, 7, 1, 38, 293, 2, 3, 12, 0, 4, 1331, 16, 13, 4860, 1631, 16, 4, 0 ],
[ 36, 7, 1, 6, 231, 1, 1, 7, 0, 2, 730, 9, 11, 1284, 870, 9, 2, 0 ],
[ 36, 7, 2, 3, 11418, 2, 78, 17, 0, 4, 2319, 21, 21, 14373, 2615, 21, 4, 0 ],
[ 36, 8, 1, 39, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 36, 8, 2, 3, 0, 5, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 37, 10, 2, 3, 0, 23, 80, 49, 0, 1, 3505, 51, 53, 66214, 3657, 51, 2, 1 ],
[ 37, 9, 5, 40, 296, 2, 40, 2, 0, 2, 128, 4, 5, 407, 276, 4, 2, 1 ],
[ 37, 11, 1, 3, 0, 1, 1, 44, 2, 10, 5009, 50, 50, 40316, 5511, 50, 6, 1 ],
[ 37, 9, 1, 3, 188, 1, 1, 19, 0, 6, 1525, 21, 13, 1363, 1667, 21, 2, 1 ],
[ 37, 7, 2, 9, 0, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
[ 37, 7, 1, 41, 6062, 2, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ],
